region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Roanoke,2020-01-26 0:00,Organic,1.13,18204.04,25.79,1377.28,0,16800.97,14152.26,2648.71,0
Sacramento,2020-01-26 0:00,Organic,1.69,15658.57,1742.58,1881.04,0,12034.95,12031.81,3.14,0
San Diego,2020-01-26 0:00,Organic,1.72,27585.4,820.2,929.47,0,25835.73,17990.33,7845.4,0
San Francisco,2020-01-26 0:00,Organic,2,58211.27,3308.83,4281.27,0,50621.17,50503.3,117.87,0
Seattle,2020-01-26 0:00,Organic,1.48,67461.35,263.71,32480.37,7.99,34709.28,8302.69,26406.59,0
South Carolina,2020-01-26 0:00,Organic,1.53,20761.79,558.65,3632.69,130.01,16440.44,13976.22,2464.22,0
South Central,2020-01-26 0:00,Organic,1.34,131314.57,18204.79,1457.13,2749.3,108903.35,76929.66,31973.69,0
Southeast,2020-01-26 0:00,Organic,1.29,141103.93,2187.95,11497.93,137.82,127280.23,111558.06,15722.17,0
Spokane,2020-01-26 0:00,Organic,1.63,4704.77,14.98,1200.66,0,3489.13,1296.6,2192.53,0
St. Louis,2020-01-26 0:00,Organic,2.09,9071.57,2851.65,1776.6,0,4443.32,2220,2223.32,0
Syracuse,2020-01-26 0:00,Organic,1.43,3266.78,120.44,97.02,0,3049.32,1744.95,1304.37,0
Tampa,2020-01-26 0:00,Organic,1.15,9497.86,123.53,1,0,9373.33,9373.33,0,0
Total U.S.,2020-01-26 0:00,Organic,1.44,1701009.45,108818.36,166076.47,4202.12,1421897.31,1190893.61,230944.34,59.36
West,2020-01-26 0:00,Organic,1.44,337570.19,25168.68,60280.38,771.23,251349.9,196496.21,54794.33,59.36
West Tex/New Mexico,2020-01-26 0:00,Organic,1.4,26160.83,1372.13,504.69,1758.52,22525.49,20688.41,1837.08,0
Albany,2020-02-02 0:00,Conventional ,0.95,211532.44,5355.48,179942.09,224.47,26010.4,12207.97,12379.1,1423.33
Atlanta,2020-02-02 0:00,Conventional ,0.88,1011539.76,436791.05,67601.63,774.14,506372.94,359763.03,146579.82,30.09
Baltimore/Washington,2020-02-02 0:00,Conventional ,1.13,1282598.37,141042.32,486626.63,3356.63,651572.79,397500.37,253922.42,150
Boise,2020-02-02 0:00,Conventional ,0.92,157296.29,51155.66,7015.17,2956.78,96168.68,60132.55,26333.46,9702.67
Boston,2020-02-02 0:00,Conventional ,1.19,859319.82,17581.35,556855.87,1270.45,283612.15,139883.29,143712.2,16.66
Buffalo/Rochester,2020-02-02 0:00,Conventional ,0.97,258671.76,10021,110138.63,104.47,138407.66,67986.96,67682.92,2737.78
California,2020-02-02 0:00,Conventional ,0.85,11197432.54,3138004.82,1448450.08,309766.52,6301211.12,3349847.78,2389749.5,561613.84
Charlotte,2020-02-02 0:00,Conventional ,0.82,488751.85,193582.35,70191.27,3084.16,221894.07,182620.21,39130.52,143.34
Chicago,2020-02-02 0:00,Conventional ,0.73,1507323.36,147781.19,560271.73,29954.77,769315.67,594049.98,175128.18,137.51
Cincinnati/Dayton,2020-02-02 0:00,Conventional ,0.75,472906.72,67612.78,31185.89,31335.3,342772.75,282787.52,42637.09,17348.14
Columbus,2020-02-02 0:00,Conventional ,0.66,345776.34,87043.18,27405.23,2442.18,228885.75,189506.45,38138.75,1240.55
Dallas/Ft. Worth,2020-02-02 0:00,Conventional ,0.62,2165376.03,843800,219408.71,26684.09,1075483.23,633285.37,441816.9,380.96
Denver,2020-02-02 0:00,Conventional ,0.93,1384951.69,235574.42,199539.86,4523.15,945314.26,344777.19,588992.9,11544.17
Detroit,2020-02-02 0:00,Conventional ,0.68,899959.89,153639.36,84941.34,123630.11,537749.08,487647.26,33798.33,16303.49
Grand Rapids,2020-02-02 0:00,Conventional ,0.78,404414.31,6294.51,122625.63,129362.36,146131.81,113633.89,5773.97,26723.95
Great Lakes,2020-02-02 0:00,Conventional ,0.72,7046734.2,1131463.36,1380279.9,530981.39,4004009.55,3139069.62,755153.63,109786.3
Harrisburg/Scranton,2020-02-02 0:00,Conventional ,1.01,415435.12,78854.79,199246.33,399.33,136934.67,115148.36,17940.75,3845.56
Hartford/Springfield,2020-02-02 0:00,Conventional ,1.22,504436.46,9467.39,411735.48,728.76,82504.83,64182.61,16886.67,1435.55
Houston,2020-02-02 0:00,Conventional ,0.63,1844743.02,628438.33,237810.33,1439.47,977054.89,334563.35,632051.54,10440
Indianapolis,2020-02-02 0:00,Conventional ,0.69,398754.54,96314.99,53935.67,3782.57,244721.31,224599.67,17931.08,2190.56
Jacksonville,2020-02-02 0:00,Conventional ,0.88,371039.8,165392.98,15287.84,441.9,189917.08,43135.73,146781.35,0
Las Vegas,2020-02-02 0:00,Conventional ,0.94,456825.9,85862.8,69430.07,332.68,301200.35,74617.68,226573.52,9.15
Los Angeles,2020-02-02 0:00,Conventional ,0.79,5383597.9,1688992.46,115192.13,243289.68,3336123.63,2010671.28,846378.82,479073.53
Louisville,2020-02-02 0:00,Conventional ,0.83,172561.58,33355.17,28129.2,172,110905.21,54100.71,56804.5,0
Miami/Ft. Lauderdale,2020-02-02 0:00,Conventional ,0.9,1515888.74,631429.02,57976.19,1785.83,824697.7,199010.31,625651.44,35.95
Midsouth,2020-02-02 0:00,Conventional ,0.88,5587643.76,1641961.27,1186038.18,21386.19,2738258.12,1723937.81,1004715.36,9604.95
Nashville,2020-02-02 0:00,Conventional ,0.78,370280.16,143237.57,20268.5,155.24,206618.85,135725.3,70868.06,25.49
New Orleans/Mobile,2020-02-02 0:00,Conventional ,0.6,572910.37,280765.88,39463.74,70.41,252610.34,176193.44,68103.57,8313.33
New York,2020-02-02 0:00,Conventional ,1.27,3046976.29,73326.12,2182641.25,9197.49,778713.65,620127.88,150716.83,7868.94
Northeast,2020-02-02 0:00,Conventional ,1.15,7853518.54,359434.96,5286223.56,14776.36,2189985.88,1451187.6,710238.44,28559.84
Northern New England,2020-02-02 0:00,Conventional ,0.93,851592.6,12098.28,719472.6,239.97,119781.75,30810.35,88934.73,36.67
Orlando,2020-02-02 0:00,Conventional ,0.88,820587.57,310374.75,22880.67,1313.98,486018.17,124202.97,361811.87,3.33
Philadelphia,2020-02-02 0:00,Conventional ,1.14,752075.14,35163.39,441079.89,1170.19,274661.67,216970.16,53206.07,4485.44
Phoenix/Tucson,2020-02-02 0:00,Conventional ,0.74,1714623.5,509162.05,314475.75,5574.8,885410.9,243963.87,641318.45,128.58
Pittsburgh,2020-02-02 0:00,Conventional ,0.96,177110.14,66765.7,12318.42,419.75,97606.27,27950.73,69654.43,1.11
Plains,2020-02-02 0:00,Conventional ,0.76,3587553.87,1757946.12,741630.92,3870.82,1084106.01,757319.3,270430.71,56356
Portland,2020-02-02 0:00,Conventional ,0.87,988467.11,84203.28,138920.48,3450.64,761892.71,441345.11,293146.87,27400.73
Raleigh/Greensboro,2020-02-02 0:00,Conventional ,0.77,634425.45,249992.39,99257.86,3715.7,281459.5,205769.03,75683.8,6.67
Richmond/Norfolk,2020-02-02 0:00,Conventional ,0.74,502575.4,146134.26,108089.73,1027.91,247323.5,149527.89,97728.95,66.66
Roanoke,2020-02-02 0:00,Conventional ,0.75,288859.22,89351.19,45630.75,114.3,153762.98,68343.66,85379.32,40
Sacramento,2020-02-02 0:00,Conventional ,0.98,810953.94,204718.46,352816.51,4323.21,249095.76,98884.16,142068.74,8142.86
San Diego,2020-02-02 0:00,Conventional ,0.77,1100167.1,165920.66,48892.34,16251.17,869102.93,563616.02,303605.45,1881.46
San Francisco,2020-02-02 0:00,Conventional ,0.99,1469440.6,374771.23,383222.83,11586.9,699859.64,145664.56,541920.94,12274.14
Seattle,2020-02-02 0:00,Conventional ,1.12,801237.11,88517.72,105579.31,699.21,606440.87,306249.67,299121.82,1069.38
South Carolina,2020-02-02 0:00,Conventional ,0.85,697351.05,303103.3,63576.62,1317.37,329353.76,208358.37,120790.95,204.44
South Central,2020-02-02 0:00,Conventional ,0.66,10188128.71,3942962.47,1159692.28,245475.52,4839998.44,2615445.12,2137235.46,87317.86
Southeast,2020-02-02 0:00,Conventional ,0.88,7902525.57,3349271.58,379627.89,8892.81,4164733.29,1628894.98,2526795.33,9042.98
Spokane,2020-02-02 0:00,Conventional ,0.98,140713.83,21825.74,14936.78,19.32,103931.99,60938.53,42977.25,16.21
St. Louis,2020-02-02 0:00,Conventional ,0.86,307137.85,146301.87,11998.29,176.4,148661.29,134852.31,5570.65,8238.33
Syracuse,2020-02-02 0:00,Conventional ,0.95,140506.77,3959.85,78843.31,9.39,57694.22,29589.93,26397.62,1706.67
Tampa,2020-02-02 0:00,Conventional ,0.88,890295.47,316326.11,26906.19,1233.41,545829.76,122991.8,422811.29,26.67
Total U.S.,2020-02-02 0:00,Conventional ,0.85,63428864.75,17494332.27,13036382.62,1205863.48,31689188.6,17403574.03,13327600.76,958013.81
West,2020-02-02 0:00,Conventional ,0.89,10065327.68,2173287.69,1454439.82,70713.86,6366886.31,2737871.91,3533282.33,95732.07
West Tex/New Mexico,2020-02-02 0:00,Conventional ,0.79,1275439.33,504216.81,100162.86,130997.83,540061.83,293885.55,245378.19,798.09
Albany,2020-02-02 0:00,Organic,1.58,2390.28,139.1,261.99,0,1989.19,1230.16,759.03,0
Atlanta,2020-02-02 0:00,Organic,1.5,28670.48,118.06,3873.11,0,24679.31,8854.47,15824.84,0
Baltimore/Washington,2020-02-02 0:00,Organic,1.1,60918.56,241.81,3306.57,25.26,57344.92,56132.36,1212.56,0
Boise,2020-02-02 0:00,Organic,1.43,3629.49,0,540.68,0,3088.81,1304.64,1784.17,0
Boston,2020-02-02 0:00,Organic,1.73,23966.63,56.26,1935.83,0,21974.54,18003.2,3971.34,0
Buffalo/Rochester,2020-02-02 0:00,Organic,1.19,11945.76,1068.74,316.66,0,10560.36,4339.1,6221.26,0
California,2020-02-02 0:00,Organic,1.73,321898.48,16184.11,18126.79,0,287587.58,235561.49,52026.09,0
Charlotte,2020-02-02 0:00,Organic,1.53,16890.31,79.14,3295.98,33.19,13482,4832.01,8649.99,0
Chicago,2020-02-02 0:00,Organic,1.02,99504.91,1688.41,11413.13,0,86403.37,83578.74,2824.63,0
Cincinnati/Dayton,2020-02-02 0:00,Organic,1.2,23358.77,58.09,2421.69,0,20878.99,9923.6,10955.39,0
Columbus,2020-02-02 0:00,Organic,0.91,22617.32,624.69,1034.72,0,20957.91,16470.24,4487.67,0
Dallas/Ft. Worth,2020-02-02 0:00,Organic,1.23,33979.46,6302.43,49.74,327.9,27299.39,15682.72,11616.67,0
Denver,2020-02-02 0:00,Organic,1.3,64312.26,6711.01,1798.46,0,55802.79,55645.37,157.42,0
Detroit,2020-02-02 0:00,Organic,0.79,43920.88,360.25,2026.23,0,41534.4,34042.79,7491.61,0
Grand Rapids,2020-02-02 0:00,Organic,1.05,8913.64,0,783.27,0,8130.37,8125.66,4.71,0
Great Lakes,2020-02-02 0:00,Organic,0.98,330185.56,6459.48,24267.7,0,299448.23,256141.02,43307.21,0
Harrisburg/Scranton,2020-02-02 0:00,Organic,1.01,21424.29,466.53,592.36,0,20365.4,20016.3,349.1,0
Hartford/Springfield,2020-02-02 0:00,Organic,1.9,14346.53,417.74,8386.15,1.41,5541.23,5367.76,173.47,0
Houston,2020-02-02 0:00,Organic,1.46,15030.12,3544.4,36.1,0,11449.62,11449.62,0,0
Indianapolis,2020-02-02 0:00,Organic,0.95,13359.18,220,931.18,0,12208,8884.17,3323.83,0
Jacksonville,2020-02-02 0:00,Organic,1.21,3478.18,53.43,159.71,0,3265.04,3224.44,40.6,0
Las Vegas,2020-02-02 0:00,Organic,1.5,13281.81,839.84,491.28,0,11950.69,10546.38,1404.31,0
Los Angeles,2020-02-02 0:00,Organic,1.63,134778.12,8054.88,1703.18,0,125020.06,93396.15,31623.91,0
Louisville,2020-02-02 0:00,Organic,1.2,6091.23,2.4,819.84,0,5268.99,3102.51,2166.48,0
Miami/Ft. Lauderdale,2020-02-02 0:00,Organic,1.15,9505.88,238.09,0,0,9267.79,9267.79,0,0
Midsouth,2020-02-02 0:00,Organic,1.41,218102.74,1757.25,25247.2,269.18,190829.11,142734.43,48094.68,0
Nashville,2020-02-02 0:00,Organic,1.52,12287.83,19.43,1505.38,0,10763.02,3521.61,7241.41,0
New Orleans/Mobile,2020-02-02 0:00,Organic,1.18,3859.99,510.33,0,0,3349.66,3349.66,0,0
New York,2020-02-02 0:00,Organic,1.56,116908.61,23472.67,29109.39,643.48,63683.07,56726.49,6956.58,0
Northeast,2020-02-02 0:00,Organic,1.46,293338.83,33369.92,44997.42,568.7,214402.79,179502.43,34900.36,0
Northern New England,2020-02-02 0:00,Organic,1.62,21289.77,13.21,652.4,0,20624.16,13547.31,7076.85,0
Orlando,2020-02-02 0:00,Organic,1.12,9227.62,51.78,1.4,0,9174.44,9174.44,0,0
Philadelphia,2020-02-02 0:00,Organic,1.34,34499.33,2150.3,2992.09,0,29356.94,25725.88,3631.06,0
Phoenix/Tucson,2020-02-02 0:00,Organic,1.47,24152.99,2343.98,906.3,0,20902.71,17626.31,3276.4,0
Pittsburgh,2020-02-02 0:00,Organic,1.1,17434.83,2645.8,26.31,0,14762.72,14762.72,0,0
Plains,2020-02-02 0:00,Organic,1.35,59997.11,3644.97,4739.43,6.47,51606.24,42100.55,9505.69,0
Portland,2020-02-02 0:00,Organic,1.43,47644.78,151.7,6370.82,0,41122.26,14268.34,26853.92,0
Raleigh/Greensboro,2020-02-02 0:00,Organic,1.88,18209.86,571.91,2827.96,103.54,14706.45,11290.25,3416.2,0
Richmond/Norfolk,2020-02-02 0:00,Organic,1.61,16148.26,57.98,1683.14,14.66,14392.48,11414.75,2977.73,0
Roanoke,2020-02-02 0:00,Organic,1.28,13128.54,7.29,1382.08,0,11739.17,6944.78,4794.39,0
Sacramento,2020-02-02 0:00,Organic,1.7,17145.13,1498.08,2666.93,0,12980.12,12972.25,7.87,0
San Diego,2020-02-02 0:00,Organic,1.81,34872.98,768.02,908.6,0,33196.36,21552.23,11644.13,0
San Francisco,2020-02-02 0:00,Organic,1.85,66734.09,3018.71,5531.09,0,58184.29,58051.11,133.18,0
Seattle,2020-02-02 0:00,Organic,1.37,120818.85,339.39,16581.69,16.02,103881.75,8738.52,94994.91,148.32
South Carolina,2020-02-02 0:00,Organic,1.64,17845.2,483.71,3126.46,66.55,14168.48,5682,8486.48,0
South Central,2020-02-02 0:00,Organic,1.33,126275.95,21165.12,1672.22,2881.51,100557.1,69423.97,31133.13,0
Southeast,2020-02-02 0:00,Organic,1.38,123768.73,1605.92,11410.98,71.8,110680.03,74168.87,36511.16,0
Spokane,2020-02-02 0:00,Organic,1.56,5512.7,21.47,783.62,0,4707.61,1651.84,3055.77,0
St. Louis,2020-02-02 0:00,Organic,2.11,6837.84,1075.04,1390.3,0,4372.5,2471.11,1901.39,0
Syracuse,2020-02-02 0:00,Organic,1.3,3754.61,422.56,112.81,0,3219.24,1793.96,1425.28,0
Tampa,2020-02-02 0:00,Organic,1.15,8706.35,175.24,0,0,8531.11,8531.11,0,0
Total U.S.,2020-02-02 0:00,Organic,1.39,1880070.18,102256.45,164462.5,4846.62,1608494.46,1196781.92,411511.17,201.37
West,2020-02-02 0:00,Organic,1.4,406502.88,18069.67,34000.76,1048.97,353383.48,197149.25,156032.86,201.37
West Tex/New Mexico,2020-02-02 0:00,Organic,1.45,22561.81,850.7,571.24,2154.49,18985.38,17287.37,1698.01,0
Albany,2020-02-09 0:00,Conventional ,1.14,128069.92,4697.68,97662.45,118.37,25591.42,10923.15,13096.05,1572.22
Atlanta,2020-02-09 0:00,Conventional ,0.95,874514.64,328125.6,67151.85,149.94,479087.25,292118.48,186950.58,18.19
Baltimore/Washington,2020-02-09 0:00,Conventional ,1.08,1196450.98,122987.76,577234.27,1811.11,494417.84,312869.36,176335.14,5213.34
Boise,2020-02-09 0:00,Conventional ,0.97,138762.65,54658.92,5782.57,1831.26,76489.9,36876.99,31295.55,8317.36
Boston,2020-02-09 0:00,Conventional ,1.24,820684.32,18612.56,518689.86,729.1,282652.8,119126.61,161666.19,1860
Buffalo/Rochester,2020-02-09 0:00,Conventional ,1.01,202013.58,10265.37,75793.18,67.53,115887.5,47896.03,64811.47,3180
California,2020-02-09 0:00,Conventional ,1.11,6851596.06,2112905.16,674538.79,291473.83,3772678.28,1822860.18,1470506.95,479311.15
Charlotte,2020-02-09 0:00,Conventional ,1.03,337217.22,131357.11,42966.89,1967.96,160925.26,127156.72,33746.32,22.22
Chicago,2020-02-09 0:00,Conventional ,0.98,819224.47,88789.03,339700.08,18747.95,371987.41,255612.32,116037.4,337.69
Cincinnati/Dayton,2020-02-09 0:00,Conventional ,0.8,411678.83,56954.64,21874.51,37067.86,295781.82,248902.13,39855.83,7023.86
Columbus,2020-02-09 0:00,Conventional ,0.75,273894.07,78837.4,19593.75,2159.49,173303.43,145882.13,26770.76,650.54
Dallas/Ft. Worth,2020-02-09 0:00,Conventional ,0.68,1847053.36,794869.24,202406.36,10145.81,839631.95,447046.39,392322.29,263.27
Denver,2020-02-09 0:00,Conventional ,0.94,1131741.25,232323.72,152931.87,3353.33,743132.33,221146.44,508968.9,13016.99
Detroit,2020-02-09 0:00,Conventional ,0.88,543880.81,122225.74,49767.15,61002.34,310885.58,279929.18,24998.31,5958.09
Grand Rapids,2020-02-09 0:00,Conventional ,1.35,181904.25,6359.38,60999.14,62236.75,52308.98,33254.12,7329.79,11725.07
Great Lakes,2020-02-09 0:00,Conventional ,0.9,4602190.37,884984.73,896740.63,298160.83,2522304.18,1901348.01,569253.79,51702.38
Harrisburg/Scranton,2020-02-09 0:00,Conventional ,0.96,477559.64,78039.12,267301.22,200.04,132019.26,107074.85,20476.63,4467.78
Hartford/Springfield,2020-02-09 0:00,Conventional ,1.42,419147.98,10103.71,317540.95,334.21,91169.11,65896.89,23058.89,2213.33
Houston,2020-02-09 0:00,Conventional ,0.62,1643929.09,631435.75,211778.88,1291.83,799422.63,272215.98,516709.99,10496.66
Indianapolis,2020-02-09 0:00,Conventional ,0.76,289232.95,83237.75,41886.07,3663,160446.13,151706.57,7588.26,1151.3
Jacksonville,2020-02-09 0:00,Conventional ,1.01,269266.19,104719.24,9956.99,301.05,154288.91,43494.36,110790.11,4.44
Las Vegas,2020-02-09 0:00,Conventional ,0.88,415438.55,91777.15,54405.71,122.13,269133.56,76748.05,192284.4,101.11
Los Angeles,2020-02-09 0:00,Conventional ,1.04,3419597.99,978147.4,75145.36,225266.42,2141038.81,1093146.19,651430.92,396461.7
Louisville,2020-02-09 0:00,Conventional ,0.93,141569.26,28059.43,22626.46,97.64,90785.73,38219.44,52566.29,0
Miami/Ft. Lauderdale,2020-02-09 0:00,Conventional ,1.04,1084311.24,458758.8,39343.29,510.19,585698.96,209591.01,376094.82,13.13
Midsouth,2020-02-09 0:00,Conventional ,0.99,4554970.16,1157402.96,1146374.25,16587.5,2234605.45,1343277.51,869252.46,22075.48
Nashville,2020-02-09 0:00,Conventional ,0.86,312298.91,109830.98,16884.03,5.17,185578.73,116793.45,68757.79,27.49
New Orleans/Mobile,2020-02-09 0:00,Conventional ,0.86,367921.31,192872.83,18092.08,5,156951.4,103724.67,44363.4,8863.33
New York,2020-02-09 0:00,Conventional ,1.3,2349123.76,54631.56,1339063.68,3866.23,951562.29,706034.69,236387.67,9139.93
Northeast,2020-02-09 0:00,Conventional ,1.19,6582820.81,309813.83,3823702.8,6798,2442506.18,1576729.81,827554.14,38222.23
Northern New England,2020-02-09 0:00,Conventional ,1.04,613459.06,10944.05,454006.58,110.92,148397.51,27893.88,118300.3,2203.33
Orlando,2020-02-09 0:00,Conventional ,0.98,632691.27,243403.94,16722.94,134.19,372430.2,129180.29,243238.82,11.09
Philadelphia,2020-02-09 0:00,Conventional ,1.03,798501.28,29883.19,388703.1,566.06,379348.93,319139.83,54688.85,5520.25
Phoenix/Tucson,2020-02-09 0:00,Conventional ,0.76,1438239.82,412361.74,253463.05,3625.11,768789.92,233288.95,535473.65,27.32
Pittsburgh,2020-02-09 0:00,Conventional ,1.25,116638.18,39648.59,7988.33,285.57,68715.69,30181.64,38530.72,3.33
Plains,2020-02-09 0:00,Conventional ,0.93,2440147.5,1006578.24,512021.67,2331.12,919216.47,574885.97,285037.86,59292.64
Portland,2020-02-09 0:00,Conventional ,1.06,757961.84,101975.4,105861.02,2916.94,547208.48,234386.61,291717.36,21104.51
Raleigh/Greensboro,2020-02-09 0:00,Conventional ,1.01,439415.93,174869.1,57112.93,2372.27,205061.63,130357,74687.96,16.67
Richmond/Norfolk,2020-02-09 0:00,Conventional ,0.89,371930.56,81810.25,91796.12,694.04,197630.15,108640.15,83950,5040
Roanoke,2020-02-09 0:00,Conventional ,0.87,229301.09,55211.33,41151.86,52.24,132885.66,57040.6,74586.93,1258.13
Sacramento,2020-02-09 0:00,Conventional ,1.32,473639.46,163962.37,142373.82,5214.49,162088.78,89993.58,66141.16,5954.04
San Diego,2020-02-09 0:00,Conventional ,1.03,605227.62,126793.59,30859.31,14731.94,432842.78,192873.06,230448.62,9521.1
San Francisco,2020-02-09 0:00,Conventional ,1.33,870197.43,277911.93,177232.4,11314.57,403738.53,132875.35,259417.51,11445.67
Seattle,2020-02-09 0:00,Conventional ,1.31,633151.38,85068.34,88356.47,589.93,459136.64,159867.61,298203.59,1065.44
South Carolina,2020-02-09 0:00,Conventional ,0.99,545002.19,224569,48977.02,783.63,270672.54,174734.6,95889.54,48.4
South Central,2020-02-09 0:00,Conventional ,0.71,8419544.25,3568013.51,917288.54,107766.26,3826475.94,1871411.94,1858827.85,96236.15
Southeast,2020-02-09 0:00,Conventional ,0.97,6142554.27,2539286.6,304582.55,2807.65,3295877.47,1462121.05,1825423.15,8333.27
Spokane,2020-02-09 0:00,Conventional ,1.12,111345.03,22753.58,12527.46,52.04,76011.95,36995.57,38921.5,94.88
St. Louis,2020-02-09 0:00,Conventional ,1.04,204217.6,86909.64,10067.23,179.84,107060.89,93338.51,4366.33,9356.05
Syracuse,2020-02-09 0:00,Conventional ,1.07,92372.21,3513.95,45253.65,10.17,43594.44,16974.9,24616.21,2003.33
Tampa,2020-02-09 0:00,Conventional ,0.97,674002.93,247588.95,19788.83,338.14,406287.01,120490.2,285762.15,34.66
Total U.S.,2020-02-09 0:00,Conventional ,0.96,47887559.28,13668923.46,9377990.27,768746.13,24071899.42,12455683.71,10778544.52,837671.19
West,2020-02-09 0:00,Conventional ,0.94,8293736,2089938.42,1102741.04,42820.94,5058235.6,1903049.36,3072688.32,82497.92
West Tex/New Mexico,2020-02-09 0:00,Conventional ,0.77,1146002.91,530734.32,59864.41,63341.19,492062.99,275530.73,215457.81,1074.45
Albany,2020-02-09 0:00,Organic,1.48,3775.63,57.71,494.82,0,3223.1,1295.39,1927.71,0
Atlanta,2020-02-09 0:00,Organic,1.34,18639.64,108.82,3287.57,0,15243.25,9610.88,5632.37,0
Baltimore/Washington,2020-02-09 0:00,Organic,1.26,46570.84,178.01,3770.04,13.31,42609.48,41599.13,1010.35,0
Boise,2020-02-09 0:00,Organic,1.47,4040.3,0,471.4,0,3568.9,1312.27,2256.63,0
Boston,2020-02-09 0:00,Organic,1.71,25625.3,53.23,1697.28,0,23874.79,18920.43,4954.36,0
Buffalo/Rochester,2020-02-09 0:00,Organic,1.27,10403.29,516.92,225.36,0,9661.01,4954.59,4706.42,0
California,2020-02-09 0:00,Organic,1.71,314888.81,21975.76,18574.92,0,274338.13,223067.96,51270.17,0
Charlotte,2020-02-09 0:00,Organic,1.62,15341.49,129.96,3645.35,47.04,11519.14,4064.3,7454.84,0
Chicago,2020-02-09 0:00,Organic,1.15,121001.71,2002.58,11584.41,0,107414.72,106823.56,591.16,0
Cincinnati/Dayton,2020-02-09 0:00,Organic,1.15,12651.31,43.73,2253.56,0,10354.02,5518.88,4835.14,0
Columbus,2020-02-09 0:00,Organic,0.92,15346.85,427.67,1040.6,0,13878.58,11958.76,1919.82,0
Dallas/Ft. Worth,2020-02-09 0:00,Organic,1.23,36242.67,6471.47,45.18,408.09,29317.93,17186.5,12131.43,0
Denver,2020-02-09 0:00,Organic,1.42,46659.01,5270.9,1523.86,0,39864.25,39683.74,180.51,0
Detroit,2020-02-09 0:00,Organic,1.1,17609.93,308.3,1957.21,0,15344.42,11683.29,3661.13,0
Grand Rapids,2020-02-09 0:00,Organic,1.21,8621.96,1.43,1122.63,0,7497.9,7450.23,47.67,0
Great Lakes,2020-02-09 0:00,Organic,1.12,268307.79,5314.39,23978.45,0,238983.42,218867.26,20116.16,0
Harrisburg/Scranton,2020-02-09 0:00,Organic,1.06,19216.54,489.13,421.12,0,18306.29,18094.04,212.25,0
Hartford/Springfield,2020-02-09 0:00,Organic,2.08,11003.12,253.12,5245.27,7.06,5497.67,5471,26.67,0
Houston,2020-02-09 0:00,Organic,1.43,14230.39,3328.93,32.11,0,10869.35,10869.35,0,0
Indianapolis,2020-02-09 0:00,Organic,1.23,6868.21,230.13,883.32,0,5754.76,4275.26,1479.5,0
Jacksonville,2020-02-09 0:00,Organic,1.21,3272.68,20.88,201.55,0,3050.25,3006.67,43.58,0
Las Vegas,2020-02-09 0:00,Organic,1.51,11853.9,841.53,514.27,0,10498.1,8614.27,1883.83,0
Los Angeles,2020-02-09 0:00,Organic,1.57,131489.66,10333.65,1861.42,0,119294.59,86630.79,32663.8,0
Louisville,2020-02-09 0:00,Organic,1.11,4776.62,0,877.09,0,3899.53,2783.85,1115.68,0
Miami/Ft. Lauderdale,2020-02-09 0:00,Organic,1.15,11429.08,431.3,0,0,10997.78,10997.78,0,0
Midsouth,2020-02-09 0:00,Organic,1.44,182891.9,2140.21,25404.55,283.24,155063.9,121929.24,33134.66,0
Nashville,2020-02-09 0:00,Organic,1.45,7629.47,16.45,1352.07,0,6260.95,1657.25,4603.7,0
New Orleans/Mobile,2020-02-09 0:00,Organic,1.09,3907.8,376.03,0,0,3531.77,3531.77,0,0
New York,2020-02-09 0:00,Organic,1.67,73982.61,12321.59,9271.99,618.5,51770.53,47830.97,3939.56,0
Northeast,2020-02-09 0:00,Organic,1.5,252616.77,19534.09,24363.9,550.33,208168.45,166353.43,41815.02,0
Northern New England,2020-02-09 0:00,Organic,1.45,31341.93,53.69,809.07,0,30479.17,12526.64,17952.53,0
Orlando,2020-02-09 0:00,Organic,1.1,9073.84,89.4,0,0,8984.44,8984.44,0,0
Philadelphia,2020-02-09 0:00,Organic,1.42,29242.39,1471.27,3148.61,0,24622.51,21039.74,3582.77,0
Phoenix/Tucson,2020-02-09 0:00,Organic,1.41,27745.07,2950.91,923.11,0,23871.05,19922.45,3948.6,0
Pittsburgh,2020-02-09 0:00,Organic,1.14,17584.98,1765.06,11.55,0,15808.37,15808.37,0,0
Plains,2020-02-09 0:00,Organic,1.27,58709.62,3854.76,4019.97,4.32,50830.57,44320.15,6510.42,0
Portland,2020-02-09 0:00,Organic,1.61,50823.48,92.72,6031.41,3.49,44695.86,19725.42,24931.67,38.77
Raleigh/Greensboro,2020-02-09 0:00,Organic,1.88,17134.71,839.22,3048.42,122.98,13124.09,10683.38,2440.71,0
Richmond/Norfolk,2020-02-09 0:00,Organic,1.5,14300.25,26.86,1494.9,11.9,12766.59,10839.77,1926.82,0
Roanoke,2020-02-09 0:00,Organic,1.22,10283.75,22.97,1219.21,0,9041.57,5969.52,3072.05,0
Sacramento,2020-02-09 0:00,Organic,1.73,18931.78,2940.38,2744.48,0,13246.92,13229.58,17.34,0
San Diego,2020-02-09 0:00,Organic,1.65,31907.27,830.27,876.59,0,30200.41,19482.77,10717.64,0
San Francisco,2020-02-09 0:00,Organic,1.96,64805.27,3616.39,5596.23,0,55592.65,55452.14,140.51,0
